,Location,TimeFrame,Adoption_number,Foster_entry,code,abortion_ban
1015,West Virginia,2007,7,358,WV,1.0
1016,West Virginia,2008,7,436,WV,1.0
1017,West Virginia,2013,13,430,WV,1.0
1018,West Virginia,2018,38,807,WV,1.0
1019,West Virginia,2009,2,349,WV,1.0
1020,West Virginia,2010,4,362,WV,1.0
1021,West Virginia,2015,26,518,WV,1.0
1022,West Virginia,2020,38,852,WV,1.0
1023,West Virginia,2011,8,420,WV,1.0
1024,West Virginia,2012,12,410,WV,1.0
1025,West Virginia,2014,30,559,WV,1.0
1026,West Virginia,2016,21,718,WV,1.0
1027,West Virginia,2017,20,775,WV,1.0
1028,West Virginia,2019,34,795,WV,1.0
1029,Wisconsin,2000,23,532,WI,1.0
1030,Wisconsin,2001,53,516,WI,1.0
1031,Wisconsin,2002,68,483,WI,1.0
1032,Wisconsin,2003,65,536,WI,1.0
1033,Wisconsin,2004,34,589,WI,1.0
1034,Wisconsin,2005,50,645,WI,1.0
1035,Wisconsin,2006,44,680,WI,1.0
1036,Wisconsin,2007,50,703,WI,1.0
1037,Wisconsin,2008,50,698,WI,1.0
1038,Wisconsin,2013,74,716,WI,1.0
1039,Wisconsin,2018,22,840,WI,1.0
1040,Wisconsin,2009,52,679,WI,1.0
1041,Wisconsin,2010,51,615,WI,1.0
1042,Wisconsin,2015,26,779,WI,1.0
1043,Wisconsin,2020,20,723,WI,1.0
1044,Wisconsin,2011,56,629,WI,1.0
1045,Wisconsin,2012,46,629,WI,1.0
1046,Wisconsin,2014,47,795,WI,1.0
1047,Wisconsin,2016,16,767,WI,1.0
1048,Wisconsin,2017,23,842,WI,1.0
1049,Wisconsin,2019,17,742,WI,1.0
1050,Wyoming,2000,1,42,WY,2.0
1051,Wyoming,2001,1,35,WY,2.0
1052,Wyoming,2002,1,52,WY,2.0
1053,Wyoming,2003,1,56,WY,2.0
1054,Wyoming,2004,2,81,WY,2.0
1055,Wyoming,2005,4,116,WY,2.0
1056,Wyoming,2006,1,80,WY,2.0
1057,Wyoming,2007,1,72,WY,2.0
1058,Wyoming,2008,2,79,WY,2.0
1059,Wyoming,2013,1,72,WY,2.0
1060,Wyoming,2018,1,120,WY,2.0
1061,Wyoming,2009,1,88,WY,2.0
1062,Wyoming,2010,1,71,WY,2.0
1063,Wyoming,2015,2,104,WY,2.0
1064,Wyoming,2020,1,100,WY,2.0
1065,Wyoming,2011,2,78,WY,2.0
1066,Wyoming,2012,1,82,WY,2.0
1067,Wyoming,2014,1,86,WY,2.0
1068,Wyoming,2016,3,85,WY,2.0
1069,Wyoming,2017,3,118,WY,2.0
1070,Wyoming,2019,1,115,WY,2.0
